"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","SR","FDis","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","ShrubCover","GraminoidCover","ForbCover","PlotDominatingFG","Duration"
3579,"LATNJA:TUSSOCK_TUNDRA:C5:2016","LATNJA:TUSSOCK_TUNDRA:C5","LATNJA:TUSSOCK_TUNDRA","LATNJA","TUSSOCK_TUNDRA","C5",2016,1995,2016,2,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",12.7813621950887,0.610663337643603,7,2.7929364059999,0.932465112473972,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",57.6923076923077,40.3846153846154,1.92307692307692,"Shrub-Dominated",21
3580,"LATNJA:WET_MEADOW:C1:1994","LATNJA:WET_MEADOW:C1","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C1",1994,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",28.4509403127275,0.545337840407194,13,2.24360482481669,0.777682945316906,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",3.65853658536585,67.0731707317073,29.2682926829268,"Graminoid-Dominated",22
3581,"LATNJA:WET_MEADOW:C1:1997","LATNJA:WET_MEADOW:C1","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C1",1997,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",28.2139785154054,0.557475063218933,13,2.13333793698284,0.797803199411025,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",4.3956043956044,70.3296703296703,25.2747252747253,"Graminoid-Dominated",22
3582,"LATNJA:WET_MEADOW:C1:2007","LATNJA:WET_MEADOW:C1","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C1",2007,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",36.9261833130221,0.5119313870548,15,2.14172291586089,0.721878946654905,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",8.04597701149425,72.4137931034483,19.5402298850575,"Graminoid-Dominated",22
3583,"LATNJA:WET_MEADOW:C1:2013","LATNJA:WET_MEADOW:C1","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C1",2013,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",33.3158634088896,0.489093532341658,14,2.01301770129248,0.847120351280428,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",7.77777777777778,73.3333333333333,18.8888888888889,"Graminoid-Dominated",22
3584,"LATNJA:WET_MEADOW:C1:2016","LATNJA:WET_MEADOW:C1","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C1",2016,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",31.0885698396766,0.509790225742805,11,2.09000593802276,0.767110808968249,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",6.25,78.125,15.625,"Graminoid-Dominated",22
3585,"LATNJA:WET_MEADOW:C2:1994","LATNJA:WET_MEADOW:C2","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C2",1994,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",27.1220580711227,0.550141847290959,11,1.80675198633227,0.912502271940602,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",2.7027027027027,72.972972972973,24.3243243243243,"Graminoid-Dominated",22
3586,"LATNJA:WET_MEADOW:C2:1997","LATNJA:WET_MEADOW:C2","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C2",1997,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",20.2498770260458,0.642407344548836,9,2.70024190757182,0.748197111813455,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",6.75675675675676,66.2162162162162,27.027027027027,"Graminoid-Dominated",22
3587,"LATNJA:WET_MEADOW:C2:2007","LATNJA:WET_MEADOW:C2","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C2",2007,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",33.9131097048865,0.447501671993458,13,2.38988179404773,0.823713481441407,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",23.3766233766234,48.0519480519481,28.5714285714286,"None",22
3588,"LATNJA:WET_MEADOW:C2:2013","LATNJA:WET_MEADOW:C2","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C2",2013,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",28.119364304659,0.451663658238351,11,2.46948811529111,0.839042405620878,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",21.25,50,28.75,"None",22
3589,"LATNJA:WET_MEADOW:C2:2016","LATNJA:WET_MEADOW:C2","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C2",2016,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",29.620533332891,0.476468776218194,11,2.02817563226738,0.823677008081773,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",16.6666666666667,54.1666666666667,29.1666666666667,"Graminoid-Dominated",22
3591,"LATNJA:WET_MEADOW:C3:1997","LATNJA:WET_MEADOW:C3","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C3",1997,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",30.1920944532562,0.475698499742103,13,1.52995024443158,0.84061370905535,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",0,85.3932584269663,14.6067415730337,"Graminoid-Dominated",22
3592,"LATNJA:WET_MEADOW:C3:2007","LATNJA:WET_MEADOW:C3","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C3",2007,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",34.6670512109799,0.64103584045002,12,2.07800640012079,0.848835030724151,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",0,81.3333333333333,18.6666666666667,"Graminoid-Dominated",22
3593,"LATNJA:WET_MEADOW:C3:2013","LATNJA:WET_MEADOW:C3","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C3",2013,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",31.9033354584844,0.498523151191553,13,2.25216159901497,0.803482503399479,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",0,75.3424657534246,24.6575342465753,"Graminoid-Dominated",22
3594,"LATNJA:WET_MEADOW:C3:2016","LATNJA:WET_MEADOW:C3","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C3",2016,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",23.8653644493485,0.467026715515586,10,2.01485646244746,0.823195462973663,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",1.2987012987013,59.7402597402597,38.961038961039,"Graminoid-Dominated",22
3595,"LATNJA:WET_MEADOW:C4:1994","LATNJA:WET_MEADOW:C4","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C4",1994,1994,2016,4,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",26.9203129643347,0.484407379832407,10,1.57954628254647,0.801638030873616,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",12.3287671232877,75.3424657534247,12.3287671232877,"Graminoid-Dominated",22
3596,"LATNJA:WET_MEADOW:C4:2007","LATNJA:WET_MEADOW:C4","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C4",2007,1994,2016,4,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",36.3812822973664,0.49767977567741,13,2.13205077030562,0.783766705550158,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",12.6984126984127,52.3809523809524,34.9206349206349,"Graminoid-Dominated",22
3597,"LATNJA:WET_MEADOW:C4:2013","LATNJA:WET_MEADOW:C4","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C4",2013,1994,2016,4,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",37.3475041957414,0.555934890168772,16,2.57169600571303,0.79673825278878,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",9.45945945945946,56.7567567567568,33.7837837837838,"Graminoid-Dominated",22
3598,"LATNJA:WET_MEADOW:C4:2016","LATNJA:WET_MEADOW:C4","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C4",2016,1994,2016,4,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",25.8739027612615,0.516006012194158,11,2.59091797400355,0.794651376566774,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",2.94117647058824,44.1176470588235,52.9411764705882,"Forb-Dominated",22
3599,"LATNJA:WET_MEADOW:C5:1994","LATNJA:WET_MEADOW:C5","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C5",1994,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",29.7495960358791,0.552491961758364,13,1.89417654850659,0.811861821124154,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",3.75,63.75,32.5,"Graminoid-Dominated",22
3600,"LATNJA:WET_MEADOW:C5:1997","LATNJA:WET_MEADOW:C5","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C5",1997,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",37.6992026318242,0.537279115679401,15,1.91929276903724,0.774578680473191,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",7.2289156626506,62.6506024096386,30.1204819277108,"Graminoid-Dominated",22
3601,"LATNJA:WET_MEADOW:C5:2007","LATNJA:WET_MEADOW:C5","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C5",2007,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",41.5477412198087,0.618842074982087,17,1.95962655173401,0.79960603226992,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",2.40963855421687,61.4457831325301,36.144578313253,"Graminoid-Dominated",22
3602,"LATNJA:WET_MEADOW:C5:2013","LATNJA:WET_MEADOW:C5","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C5",2013,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",51.4064534466985,0.521164283329831,20,1.76382539517637,0.831802360962275,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",1.25,56.25,42.5,"Graminoid-Dominated",22
3603,"LATNJA:WET_MEADOW:C5:2016","LATNJA:WET_MEADOW:C5","LATNJA:WET_MEADOW","LATNJA","WET_MEADOW","C5",2016,1994,2016,5,"pf_top_plot",NA,1,68.3551536,18.4913635,68,18,"68_18","Eurasia",33.0599505479884,0.534005703747838,14,2.16307104884451,0.851772406705258,"Arctic-Alpine","LOW",1000,"WET",8462,12.7,-17.4,8.5,-14.1,673,29,489,"sporadic",0,40.5797101449275,59.4202898550725,"Forb-Dominated",22
3605,"LOGH:LOGH2:LOGH2_T11:1995","LOGH:LOGH2:LOGH2_T11","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T11",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",16.2295250926804,0.641518915070178,9,2.41508367094357,0.820832475695623,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",74.7663551401869,24.9221183800623,0.311526479750779,"Shrub-Dominated",16
3606,"LOGH:LOGH2:LOGH2_T11:1998","LOGH:LOGH2:LOGH2_T11","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T11",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",13.685799428864,0.562336526479249,6,1.73743169222941,0.891797502251004,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",94.4444444444444,5.55555555555556,0,"Shrub-Dominated",16
3607,"LOGH:LOGH2:LOGH2_T11:2011","LOGH:LOGH2:LOGH2_T11","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T11",2011,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",8.71204471610536,0.381273183002605,5,1.24950628212855,0.962127168406402,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",96.2419798350138,3.75802016498625,0,"Shrub-Dominated",16
3608,"LOGH:LOGH2:LOGH2_T12:1995","LOGH:LOGH2:LOGH2_T12","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T12",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",11.9825688022153,0.724101158747059,5,2.18097818673836,0.893709754466049,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",74.3589743589744,25.6410256410256,0,"Shrub-Dominated",16
3609,"LOGH:LOGH2:LOGH2_T12:1998","LOGH:LOGH2:LOGH2_T12","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T12",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",13.685799428864,0.637695580859946,6,2.19503081557783,0.891797502251004,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",89.1304347826087,10.8695652173913,0,"Shrub-Dominated",16
3610,"LOGH:LOGH2:LOGH2_T12:2011","LOGH:LOGH2:LOGH2_T12","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T12",2011,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",13.685799428864,0.679087426087499,6,1.06356272870266,0.891797502251004,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",92.9577464788732,7.04225352112676,0,"Shrub-Dominated",16
3621,"LOGH:LOGH2:LOGH2_T1:1998","LOGH:LOGH2:LOGH2_T1","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T1",1998,1998,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.5156461461355,0.547019954059885,10,2.72596070269808,0.883085955143471,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",71.0227272727273,23.0113636363636,5.96590909090909,"Shrub-Dominated",13
3622,"LOGH:LOGH2:LOGH2_T1:2011","LOGH:LOGH2:LOGH2_T1","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T1",2011,1998,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.4923085899565,0.111850457689746,7,1.76558414678825,0.88940376527749,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",14.4067796610169,85.0282485875706,0.56497175141243,"Graminoid-Dominated",13
3625,"LOGH:LOGH2:LOGH2_T3:1998","LOGH:LOGH2:LOGH2_T3","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T3",1998,1998,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",7.59063336424004,0.204243970816243,4,0.21483286939646,1,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",99.7967479674796,0.203252032520325,0,"Shrub-Dominated",13
3626,"LOGH:LOGH2:LOGH2_T3:2011","LOGH:LOGH2:LOGH2_T3","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T3",2011,1998,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",10.7124327856105,0.301874009101147,8,1.17683664667421,0.90837100430399,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",96.9022265246854,2.90416263310745,0.193610842207164,"Shrub-Dominated",13
3627,"LOGH:LOGH2:LOGH2_T4:1995","LOGH:LOGH2:LOGH2_T4","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T4",1995,1995,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",12.7847042140485,0.790351626704151,6,2.15224657578376,0.882770001076746,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",64.1843971631205,35.8156028368794,0,"Shrub-Dominated",16
3628,"LOGH:LOGH2:LOGH2_T4:2011","LOGH:LOGH2:LOGH2_T4","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T4",2011,1995,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",13.685799428864,0.650055657402338,6,0.828791868304388,0.891797502251004,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",95.0062421972535,4.99375780274657,0,"Shrub-Dominated",16
3629,"LOGH:LOGH2:LOGH2_T5:1995","LOGH:LOGH2:LOGH2_T5","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T5",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",15.5317664585651,0.456317088282537,7,2.41131422825996,0.846066233473317,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",83.8274932614555,16.1725067385445,0,"Shrub-Dominated",16
3630,"LOGH:LOGH2:LOGH2_T5:1998","LOGH:LOGH2:LOGH2_T5","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T5",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.5626838623955,0.679177490783174,8,1.90636033350411,0.849494734586757,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",85.1063829787234,14.5390070921986,0.354609929078014,"Shrub-Dominated",16
3631,"LOGH:LOGH2:LOGH2_T5:2011","LOGH:LOGH2:LOGH2_T5","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T5",2011,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",13.685799428864,0.724180200028133,6,2.55358286137308,0.891797502251004,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",75.9450171821305,24.0549828178694,0,"Shrub-Dominated",16
3632,"LOGH:LOGH2:LOGH2_T6:1995","LOGH:LOGH2:LOGH2_T6","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T6",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",11.9825688022153,0.844626383511436,5,2.50896017973594,0.893709754466049,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",68.9655172413793,31.0344827586207,0,"Shrub-Dominated",16
3633,"LOGH:LOGH2:LOGH2_T6:1998","LOGH:LOGH2:LOGH2_T6","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T6",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",11.9825688022153,0.202335715483925,5,0.520536023432512,0.893709754466049,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",99.4897959183673,0.510204081632653,0,"Shrub-Dominated",16
3634,"LOGH:LOGH2:LOGH2_T6:2011","LOGH:LOGH2:LOGH2_T6","LOGH:LOGH2","LOGH","LOGH2","LOGH2_T6",2011,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",12.7847042140485,0.293863615248392,6,0.769171888429452,0.882770001076746,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",96.7266775777414,3.27332242225859,0,"Shrub-Dominated",16
3639,"LOGH:LOGH4:LOGH4_T10:1995","LOGH:LOGH4:LOGH4_T10","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T10",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.1493270368686,0.704766710009764,6,0.70953162071357,0.831896477919121,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",95.2380952380952,4.76190476190476,0,"Shrub-Dominated",16
3640,"LOGH:LOGH4:LOGH4_T10:1998","LOGH:LOGH4:LOGH4_T10","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T10",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",17.8796702976417,0.221220410689534,9,2.27364642226164,0.873001464477752,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",26.2337662337663,52.2077922077922,21.5584415584416,"Graminoid-Dominated",16
3641,"LOGH:LOGH4:LOGH4_T10:2011","LOGH:LOGH4:LOGH4_T10","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T10",2011,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.3719838868811,0.567707354827736,7,1.01201921122429,0.940156781612868,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",97.2461273666093,2.58175559380379,0.172117039586919,"Shrub-Dominated",16
3644,"LOGH:LOGH4:LOGH4_T12:1995","LOGH:LOGH4:LOGH4_T12","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T12",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.6295789246441,0.307949690050257,10,2.58858910681873,0.870479968836882,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",66.3223140495868,30.9917355371901,2.68595041322314,"Shrub-Dominated",16
3645,"LOGH:LOGH4:LOGH4_T12:1998","LOGH:LOGH4:LOGH4_T12","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T12",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",11.67860361267,0.271117362772788,8,1.61012853995699,0.908776748913331,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",95.5414012738853,3.18471337579618,1.27388535031847,"Shrub-Dominated",16
3646,"LOGH:LOGH4:LOGH4_T12:2011","LOGH:LOGH4:LOGH4_T12","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T12",2011,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.6152287371858,0.446253776637439,7,1.62341176224001,0.841721601534468,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",94.7414548641542,5.25854513584575,0,"Shrub-Dominated",16
3662,"LOGH:LOGH4:LOGH4_T2:1995","LOGH:LOGH4:LOGH4_T2","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T2",1995,1995,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",18.351734069241,0.295422952433909,8,1.62074820177917,0.857150450374928,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",79.5634920634921,20.0396825396825,0.396825396825397,"Shrub-Dominated",16
3663,"LOGH:LOGH4:LOGH4_T2:2011","LOGH:LOGH4:LOGH4_T2","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T2",2011,1995,2011,2,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",12.5868444755293,0.47664370673367,6,2.10132172882061,0.903114890844271,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",90.7715582450832,9.22844175491679,0,"Shrub-Dominated",16
3664,"LOGH:LOGH4:LOGH4_T3:1995","LOGH:LOGH4:LOGH4_T3","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T3",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",15.5733088585223,0.346581214163123,10,2.69312054314889,0.8594718891623,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",57.3170731707318,41.0569105691057,1.6260162601626,"Shrub-Dominated",16
3665,"LOGH:LOGH4:LOGH4_T3:1998","LOGH:LOGH4:LOGH4_T3","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T3",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",14.3988133798118,0.48178520185348,6,2.23672592820195,0.902851520438467,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",40.5405405405405,36.4864864864865,22.972972972973,"None",16
3666,"LOGH:LOGH4:LOGH4_T3:2011","LOGH:LOGH4:LOGH4_T3","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T3",2011,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",12.4155097119269,0.564537591606409,6,1.15740780332274,0.892825364504098,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",95.9079283887468,3.96419437340153,0.127877237851662,"Shrub-Dominated",16
3667,"LOGH:LOGH4:LOGH4_T4:1995","LOGH:LOGH4:LOGH4_T4","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T4",1995,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",13.9917270401007,0.248170497865584,10,2.74462439871624,0.88173991033546,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",55.4945054945055,35.989010989011,8.51648351648352,"Shrub-Dominated",16
3668,"LOGH:LOGH4:LOGH4_T4:1998","LOGH:LOGH4:LOGH4_T4","LOGH:LOGH4","LOGH","LOGH4","LOGH4_T4",1998,1995,2011,3,"percent_cover","Cover",1,62.10253,12.34458,62,12,"62_12","Eurasia",10.9891203645569,0.694973200829372,6,1.9160287701208,0.867013967732892,"Subarctic","LOW",994,"DRY",7333,15.2,-12.2,10.4,-9.3,786,32,502,"none",76.0095011876484,23.7529691211401,0.237529691211401,"Shrub-Dominated",16
