"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","FDis","SR","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","EShrubCover","DShrubCover","GraminoidCover","ForbCover","PlotDominatingFG"
2510,"BARROW:DRY_HEATH_ORDINATION:10:2008","BARROW:DRY_HEATH_ORDINATION:10","BARROW:DRY_HEATH_ORDINATION","BARROW","DRY_HEATH_ORDINATION","10",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",31.3747262651766,0.74674691814744,2.60904194840806,14,0.745847481703419,"Arctic","HIGH",9,"DRY",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,53.9039039039039,25.7614757614758,20.3346203346203,"Deciduous_Shrub-Dominated"
2512,"BARROW:DRY_HEATH_ORDINATION:11:2008","BARROW:DRY_HEATH_ORDINATION:11","BARROW:DRY_HEATH_ORDINATION","BARROW","DRY_HEATH_ORDINATION","11",2008,1999,2008,2,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",30.912238770466,0.68662070726799,3.43472483695352,14,0.764304821595505,"Arctic","HIGH",9,"DRY",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",24.6344914321648,31.1271812608081,12.6709636849552,31.567363622072,"None"
2513,"BARROW:DRY_HEATH_ORDINATION:7:1999","BARROW:DRY_HEATH_ORDINATION:7","BARROW:DRY_HEATH_ORDINATION","BARROW","DRY_HEATH_ORDINATION","7",1999,1999,1999,1,"percent_cover","Cover",1,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",36.1516990731912,0.637125392394636,2.61372615181957,15,0.636014300204051,"Arctic","HIGH",9,"DRY",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,59.9123234291281,21.1690209449586,18.9186556259133,"Deciduous_Shrub-Dominated"
2514,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB12.5:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB12.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB12.5",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",22.1917824935283,0.363429312364741,1.7688470088679,8,0.80959752530545,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,93.4426229508197,6.55737704918033,"Graminoid-Dominated"
2515,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB12.5:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB12.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB12.5",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",19.3762608428999,0.633080337980062,1.48300244945257,7,0.877919957733032,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,81.25,18.75,"Graminoid-Dominated"
2516,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB13.0:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB13.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB13.0",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.990022446265015,2.36022586272795,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2517,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB13.0:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB13.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB13.0",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",8.50498692922886,0.600174846013585,1.29238349307053,4,1,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,85,15,"Graminoid-Dominated"
2518,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB29.5:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB29.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB29.5",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",7.79397251506509,0.600401475923149,2.26590094490661,4,1,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,98.1481481481482,1.85185185185185,"Graminoid-Dominated"
2519,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB29.5:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB29.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB29.5",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.540089251444611,1.92251266923467,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2520,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB30.0:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB30.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB30.0",2008,2008,2008,1,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,NA,1.17851130197758,2,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2521,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB30.5:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB30.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB30.5",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.733563174541783,2.13613790372457,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2522,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB30.5:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:AB30.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","AB30.5",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,NA,NA,1,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2523,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.0:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC13.0",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",12.3480350698946,0.495536223321968,1.39106558776342,6,0.770681083471666,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,97.2222222222222,2.77777777777778,"Graminoid-Dominated"
2524,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.0:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC13.0",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.680335485135514,2.12287905364628,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,77.5,22.5,"Graminoid-Dominated"
2525,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.5:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC13.5",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.811211587053906,2.3383283684264,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2526,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.5:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC13.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC13.5",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,NA,NA,1,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2527,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC30.0:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC30.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC30.0",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.953002776536219,2.35979061346139,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2528,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC30.0:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC30.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC30.0",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,NA,1.59099025766973,2,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2529,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC30.5:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC30.5","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC30.5",1999,1999,1999,1,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.961995694582756,2.36853100705671,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2530,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC31.0:1999","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC31.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC31.0",1999,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,0.829769236049398,2.40852226012743,3,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2531,"BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC31.0:2008","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO:BC31.0","BARROW:DUPONTIA_WET_MEADOW_MICROTOPO","BARROW","DUPONTIA_WET_MEADOW_MICROTOPO","BC31.0",2008,1999,2008,2,"percent_cover","Cover",0.5,71.29,-156.64,71,-156.5,"71_-156.5","North America-West",NA,NA,NA,1,NA,"Arctic","HIGH",9,"WET",11159,5.9,-26.8,3.7,-24.7,117,78,42,"continuous",0,0,100,0,"Graminoid-Dominated"
2532,"BILLEFJORDEN:AWS:100:2014","BILLEFJORDEN:AWS:100","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","100",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",NA,0.911121205915278,1.08449144859393,3,NA,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,14.2857142857143,0,85.7142857142857,"Forb-Dominated"
2533,"BILLEFJORDEN:AWS:51:2014","BILLEFJORDEN:AWS:51","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","51",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",NA,0.467173551730681,1.70570383151424,3,NA,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,1.05263157894737,0,98.9473684210526,"Forb-Dominated"
2534,"BILLEFJORDEN:AWS:52:2014","BILLEFJORDEN:AWS:52","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","52",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",8.00136522708743,0.832489023906166,2.04022444412396,4,1,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,0.4149377593361,0,99.5850622406639,"Forb-Dominated"
2535,"BILLEFJORDEN:AWS:53:2014","BILLEFJORDEN:AWS:53","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","53",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",11.4425606612932,0.748764992284222,2.05867071036909,5,0.974417471295462,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,4.34782608695652,0,95.6521739130435,"Forb-Dominated"
2536,"BILLEFJORDEN:AWS:54:2014","BILLEFJORDEN:AWS:54","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","54",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",6.50824602570567,0.923141022616733,2.32586977001949,4,1,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,0,0,100,"Forb-Dominated"
2537,"BILLEFJORDEN:AWS:55:2014","BILLEFJORDEN:AWS:55","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","55",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",4.80035279420543,0.725686997681228,2.21943291514996,4,1,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,4.16666666666667,0,95.8333333333333,"Forb-Dominated"
2538,"BILLEFJORDEN:AWS:56:2014","BILLEFJORDEN:AWS:56","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","56",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",21.2774223487006,0.505552170329592,2.42241601238225,8,0.818011861029378,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",4.93421052631579,31.25,3.78289473684211,60.0328947368421,"Forb-Dominated"
2539,"BILLEFJORDEN:AWS:58:2014","BILLEFJORDEN:AWS:58","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","58",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",12.334518703718,0.555060879623995,2.56875314969357,5,0.980677590875259,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,40,1.25,58.75,"Forb-Dominated"
2540,"BILLEFJORDEN:AWS:59:2014","BILLEFJORDEN:AWS:59","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","59",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",4.80035279420543,0.648090441076007,2.33396795195614,4,1,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,43.0379746835443,0,56.9620253164557,"Forb-Dominated"
2541,"BILLEFJORDEN:AWS:61:2014","BILLEFJORDEN:AWS:61","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","61",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",11.7830280803603,0.844142255523454,2.45359169331504,5,0.978930481989532,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",10.5263157894737,45.1127819548872,0,44.3609022556391,"None"
2542,"BILLEFJORDEN:AWS:62:2014","BILLEFJORDEN:AWS:62","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","62",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",20.5319809475337,0.621698769649694,2.46659907467192,8,0.832792188888852,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",11.25,28.75,21.25,38.75,"None"
2543,"BILLEFJORDEN:AWS:63:2014","BILLEFJORDEN:AWS:63","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","63",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",20.2893844273177,0.45661008423159,2.31198772244196,8,0.867002322193724,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",28.7769784172662,34.5323741007194,7.19424460431655,29.4964028776978,"None"
2544,"BILLEFJORDEN:AWS:64:2014","BILLEFJORDEN:AWS:64","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","64",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",19.0226919052346,0.558222757404875,2.54438454752627,8,0.793256649407422,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",45.5882352941176,19.1176470588235,5.14705882352941,30.1470588235294,"None"
2545,"BILLEFJORDEN:AWS:65:2014","BILLEFJORDEN:AWS:65","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","65",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",25.4469241935309,0.509916215694322,2.55363350297294,10,0.804696756846084,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,38.8802488335925,11.353032659409,49.7667185069984,"None"
2546,"BILLEFJORDEN:AWS:66:2014","BILLEFJORDEN:AWS:66","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","66",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",13.8001702816697,0.69412919327394,2.2723511142726,6,0.898434542728452,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0.826446280991735,50.767414403778,5.90318772136954,42.5029515938607,"Deciduous_Shrub-Dominated"
2547,"BILLEFJORDEN:AWS:67:2014","BILLEFJORDEN:AWS:67","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","67",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",18.2362587875175,0.677861122918299,2.48390820177396,9,0.808092067044345,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",14.1304347826087,15.2173913043478,11.9565217391304,58.695652173913,"Forb-Dominated"
2548,"BILLEFJORDEN:AWS:68:2014","BILLEFJORDEN:AWS:68","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","68",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",23.4700172190255,0.621873194619529,2.45798770892512,10,0.806585340932391,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",16.2962962962963,22.2222222222222,8.14814814814815,53.3333333333333,"Forb-Dominated"
2549,"BILLEFJORDEN:AWS:69:2014","BILLEFJORDEN:AWS:69","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","69",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",25.2038564010714,0.586388540820047,2.28879611491064,11,0.790613696399496,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",5.61797752808989,24.7191011235955,5.61797752808989,64.0449438202247,"Forb-Dominated"
2550,"BILLEFJORDEN:AWS:70:2014","BILLEFJORDEN:AWS:70","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","70",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",9.34503003282375,0.587394985334067,2.34366071939915,5,0.969766536872221,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,54.5454545454545,7.27272727272727,38.1818181818182,"Deciduous_Shrub-Dominated"
2551,"BILLEFJORDEN:AWS:71:2014","BILLEFJORDEN:AWS:71","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","71",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",11.5596922020731,0.675610054459847,2.45935304562236,6,0.882255255210773,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",29.7520661157025,36.3636363636364,0,33.8842975206612,"None"
2552,"BILLEFJORDEN:AWS:72:2014","BILLEFJORDEN:AWS:72","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","72",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",15.5822041110299,0.392261889597355,2.14111445484891,7,0.826247777878349,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",1.54320987654321,21.6049382716049,1.54320987654321,75.3086419753086,"Forb-Dominated"
2553,"BILLEFJORDEN:AWS:73:2014","BILLEFJORDEN:AWS:73","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","73",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",13.7983416408257,0.49393877198337,2.37758000152956,6,0.963490648117564,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,10.5932203389831,0,89.4067796610169,"Forb-Dominated"
2554,"BILLEFJORDEN:AWS:74:2014","BILLEFJORDEN:AWS:74","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","74",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",NA,0.871138621844051,2.29572618677813,3,NA,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,15.3846153846154,0,84.6153846153846,"Forb-Dominated"
2555,"BILLEFJORDEN:AWS:75:2014","BILLEFJORDEN:AWS:75","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","75",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",15.7319155934304,0.838477501957456,2.12051990873615,6,0.872971523045173,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,17.9640718562874,0,82.0359281437126,"Forb-Dominated"
2556,"BILLEFJORDEN:AWS:76:2014","BILLEFJORDEN:AWS:76","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","76",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",16.7418688644486,0.706232325693596,2.42221464241053,6,0.920816495828025,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,12,14,74,"Forb-Dominated"
2557,"BILLEFJORDEN:AWS:77:2014","BILLEFJORDEN:AWS:77","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","77",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",20.9538034068626,0.718399968695264,2.6118351725068,8,0.804105094735102,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,6.75675675675676,32.4324324324324,60.8108108108108,"Forb-Dominated"
2558,"BILLEFJORDEN:AWS:78:2014","BILLEFJORDEN:AWS:78","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","78",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",14.2251987057817,0.723151974536839,1.98024074932527,6,0.861395151201982,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",6.2992125984252,6.2992125984252,66.1417322834646,21.259842519685,"Graminoid-Dominated"
2559,"BILLEFJORDEN:AWS:79:2014","BILLEFJORDEN:AWS:79","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","79",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",24.440048052017,0.562997300987348,2.28505234597682,10,0.762341420678184,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,3.08641975308642,0,96.9135802469136,"Forb-Dominated"
2560,"BILLEFJORDEN:AWS:80:2014","BILLEFJORDEN:AWS:80","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","80",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",27.9959306924586,0.478357334256156,2.30553726899826,11,0.75834401324877,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,1.41643059490085,4.81586402266289,93.7677053824363,"Forb-Dominated"
2561,"BILLEFJORDEN:AWS:81:2014","BILLEFJORDEN:AWS:81","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","81",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",13.2716456901744,0.214151338569278,2.08062977912398,6,0.873827754442832,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,1.27659574468085,0,98.7234042553192,"Forb-Dominated"
2562,"BILLEFJORDEN:AWS:82:2014","BILLEFJORDEN:AWS:82","BILLEFJORDEN:AWS","BILLEFJORDEN","AWS","82",2014,2014,2014,1,"percent_cover","Cover",0.1,78.71061,16.45535,78.5,16,"78.5_16","Eurasia",20.7215047982744,0.510268784051215,1.94134523889396,9,0.82609316718479,"Arctic","HIGH",NA,NA,7577,5.3,-18.3,3.9,-15.7,243,32,193,"continuous",0,4.85436893203883,0.647249190938511,94.4983818770227,"Forb-Dominated"
